0 மகன் மகள் அவள் அவன்
13 நகர்த்த நகர்த்தினார் நினைத்தார் நினைக்க
13 மேம்படுத்த மேம்படுத்தினார் நடனமாடினார் நடனமாட
13 செல்ல சென்றார் நகர்த்தினார் நகர்த்த
13 செயல்படுத்த செயல்படுத்தினார் சிந்தித்தார் சிந்திக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் பார்த்தார் பார்க்க
13 கலக்க கலந்தார் நடந்தார் நடக்க
13 செல்ல சென்றார் நினைத்தார் நினைக்க
13 கண்டுபிடிக்க கண்டுபிடித்தார் நினைத்தார் நினைக்க
13 கணிக்க கணித்தார் நினைத்தார் நினைக்க
13 உருவாக்க உருவாக்கினார் கலந்தார் கலக்க
13 பறக்க பறந்தார் கேட்டார் கேட்க
13 பறக்க பறந்தார் பாடினார் பாட
13 கணிக்க கணித்தார் நடந்தார் நடக்க
13 உருவாக்க உருவாக்கினார் சிந்தித்தார் சிந்திக்க
13 குறைக்க குறைத்தார் மறைத்தார் மறைக்க
13 நகர நகர்ந்தார் சொன்னார் சொல்ல
13 செல்ல சென்றார் கலந்தார் கலக்க
13 கூற கூறினார் சிந்தித்தார் சிந்திக்க
13 கேட்க கேட்டார் மறைத்தார் மறைக்க
13 உருவாக்க உருவாக்கினார் எழுதினார் எழுத
13 குதிக்க குதித்தார் நடந்தார் நடக்க
13 அதிகரிக்க அதிகரித்தார் சிந்தித்தார் சிந்திக்க
13 அதிகரிக்க அதிகரித்தார் கலந்தார் கலக்க
13 மேம்படுத்த மேம்படுத்தினார் நகர்ந்தார் நகர
13 கணிக்க கணித்தார் கூறினார் கூற
13 சொல்ல சொன்னார் நடந்தார் நடக்க
13 பார்க்க பார்த்தார் நகர்ந்தார் நகர
13 செயல்படுத்த செயல்படுத்தினார் ஓடினார் ஓட
13 பறக்க பறந்தார் கூறினார் கூற
13 படிக்க படித்தார் நடனமாடினார் நடனமாட
13 நகர நகர்ந்தார் கணித்தார் கணிக்க
13 விளையாட விளையாடினார் நடனமாடினார் நடனமாட
13 செல்ல சென்றார் மறைத்தார் மறைக்க
13 குறைக்க குறைத்தார் நினைத்தார் நினைக்க
13 நகர்த்த நகர்த்தினார் கூறினார் கூற
13 கேட்க கேட்டார் சிந்தித்தார் சிந்திக்க
13 மேம்படுத்த மேம்படுத்தினார் நடந்தார் நடக்க
13 பறக்க பறந்தார் நடனமாடினார் நடனமாட
13 நகர நகர்ந்தார் எழுதினார் எழுத
13 பறக்க பறந்தார் படித்தார் படிக்க
13 உருவாக்க உருவாக்கினார் அதிகரித்தார் அதிகரிக்க
13 அதிகரிக்க அதிகரித்தார் சொன்னார் சொல்ல
13 கணிக்க கணித்தார் எழுதினார் எழுத
13 கணிக்க கணித்தார் சொன்னார் சொல்ல
13 பார்க்க பார்த்தார் நினைத்தார் நினைக்க
13 படிக்க படித்தார் ஓடினார் ஓட
13 பார்க்க பார்த்தார் சிந்தித்தார் சிந்திக்க
13 நகர்த்த நகர்த்தினார் எழுதினார் எழுத
13 படிக்க படித்தார் கூறினார் கூற
13 உருவாக்க உருவாக்கினார் கூறினார் கூற
13 ஓட ஓடினார் சிந்தித்தார் சிந்திக்க
13 பறக்க பறந்தார் நடந்தார் நடக்க
13 அதிகரிக்க அதிகரித்தார் குதித்தார் குதிக்க
13 குதிக்க குதித்தார் படித்தார் படிக்க
18 போனான் போனாள் பார்த்தாள் பார்த்தான்
18 போனான் போனாள் கொடுத்தாள் கொடுத்தான்
18 வைத்தான் வைத்தாள் சென்றாள் சென்றான்
18 வைத்தான் வைத்தாள் கொடுத்தாள் கொடுத்தான்
18 வைத்தான் வைத்தாள் அழுதாள் அழுதான்
18 சேர்ந்தான் சேர்ந்தாள் சென்றாள் சென்றான்
18 சேர்ந்தான் சேர்ந்தாள் போனாள் போனான்
18 போனான் போனாள் ஆடினாள் ஆடினான்
18 கொடுத்தான் கொடுத்தாள் ஆடினாள் ஆடினான்
18 சேர்ந்தான் சேர்ந்தாள் பாடினாள் பாடினான்
18 அடைந்தான் அடைந்தாள் சேர்ந்தாள் சேர்ந்தான்
18 சேர்ந்தான் சேர்ந்தாள் அழுதாள் அழுதான்
18 கொடுத்தான் கொடுத்தாள் சென்றாள் சென்றான்
18 சேர்ந்தான் சேர்ந்தாள் கொடுத்தாள் கொடுத்தான்
18 பாடினான் பாடினாள் ஆடினாள் ஆடினான்
18 பார்த்தான் பார்த்தாள் பாடினாள் பாடினான்
18 கொடுத்தான் கொடுத்தாள் அழுதாள் அழுதான்
18 அடைந்தான் அடைந்தாள் பார்த்தாள் பார்த்தான்
18 பார்த்தான் பார்த்தாள் சென்றாள் சென்றான்
18 பார்த்தான் பார்த்தாள் அழுதாள் அழுதான்
18 கொடுத்தான் கொடுத்தாள் பாடினாள் பாடினான்
18 சென்றான் சென்றாள் அழுதாள் அழுதான்
18 கொடுத்தான் கொடுத்தாள் பார்த்தாள் பார்த்தான்
18 போனான் போனாள் பாடினாள் பாடினான்
18 போனான் போனாள் சென்றாள் சென்றான்
18 போனான் போனாள் அழுதாள் அழுதான்
18 ஆடினான் ஆடினாள் அழுதாள் அழுதான்
18 அடைந்தான் அடைந்தாள் ஆடினாள் ஆடினான்
18 வைத்தான் வைத்தாள் பார்த்தாள் பார்த்தான்
18 வைத்தான் வைத்தாள் போனாள் போனான்
18 வைத்தான் வைத்தாள் அடைந்தாள் அடைந்தான்
18 அடைந்தான் அடைந்தாள் அழுதாள் அழுதான்
18 சேர்ந்தான் சேர்ந்தாள் பார்த்தாள் பார்த்தான்
21 காண காணப்பட்டன பாடப்பட்டன பாட
21 செயல்படுத்த செயல்படுத்தப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன நிராகரிக்கப்பட்டன நிராகரிக்க
21 எழுத எழுதப்பட்டன அழிக்கப்பட்டன அழிக்க
21 எரிக்க எரிக்கப்பட்டன பாடப்பட்டன பாட
21 செயல்படுத்த செயல்படுத்தப்பட்டன வாசிக்கப்பட்டன வாசிக்க
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன காணப்பட்டன காண
21 காண காணப்பட்டன நிராகரிக்கப்பட்டன நிராகரிக்க
21 அழிக்க அழிக்கப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 மேம்படுத்த மேம்படுத்தப்பட்டன அழிக்கப்பட்டன அழிக்க
21 பாட பாடப்பட்டன அழிக்கப்பட்டன அழிக்க
21 எழுத எழுதப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 எழுத எழுதப்பட்டன எரிக்கப்பட்டன எரிக்க
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 வாசிக்க வாசிக்கப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 காண காணப்பட்டன கொல்லப்பட்டன கொல்ல
21 செயல்படுத்த செயல்படுத்தப்பட்டன தள்ளப்பட்டன தள்ள
21 காண காணப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 பாட பாடப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 கொல்ல கொல்லப்பட்டன ஒன்றிணைக்கப்பட்டன ஒன்றிணைக்க
21 இயக்க இயக்கப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 எரிக்க எரிக்கப்பட்டன இயக்கப்பட்டன இயக்க
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன பாடப்பட்டன பாட
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன எழுதப்பட்டன எழுத
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன எரிக்கப்பட்டன எரிக்க
21 நிராகரிக்க நிராகரிக்கப்பட்டன தள்ளப்பட்டன தள்ள
21 மேம்படுத்த மேம்படுத்தப்பட்டன கொல்லப்பட்டன கொல்ல
21 வாசிக்க வாசிக்கப்பட்டன அழிக்கப்பட்டன அழிக்க
21 பாட பாடப்பட்டன தள்ளப்பட்டன தள்ள
21 நிறுத்த நிறுத்தப்பட்டன ஒன்றிணைக்கப்பட்டன ஒன்றிணைக்க
21 மேம்படுத்த மேம்படுத்தப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 செயல்படுத்த செயல்படுத்தப்பட்டன எரிக்கப்பட்டன எரிக்க
21 எரிக்க எரிக்கப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 மேம்படுத்த மேம்படுத்தப்பட்டன எழுதப்பட்டன எழுத
21 காண காணப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 எரிக்க எரிக்கப்பட்டன கொல்லப்பட்டன கொல்ல
21 மேம்படுத்த மேம்படுத்தப்பட்டன நிராகரிக்கப்பட்டன நிராகரிக்க
21 தள்ள தள்ளப்பட்டன கொல்லப்பட்டன கொல்ல
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன மேம்படுத்தப்பட்டன மேம்படுத்த
21 கொல்ல கொல்லப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 எரிக்க எரிக்கப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 செயல்படுத்த செயல்படுத்தப்பட்டன அழிக்கப்பட்டன அழிக்க
21 மேம்படுத்த மேம்படுத்தப்பட்டன காணப்பட்டன காண
21 பாட பாடப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 செயல்படுத்த செயல்படுத்தப்பட்டன பாடப்பட்டன பாட
21 வாசிக்க வாசிக்கப்பட்டன இயக்கப்பட்டன இயக்க
21 அழிக்க அழிக்கப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 நிராகரிக்க நிராகரிக்கப்பட்டன கொல்லப்பட்டன கொல்ல
21 தள்ள தள்ளப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 காண காணப்பட்டன தள்ளப்பட்டன தள்ள
21 இயக்க இயக்கப்பட்டன ஒன்றிணைக்கப்பட்டன ஒன்றிணைக்க
21 நிராகரிக்க நிராகரிக்கப்பட்டன இயக்கப்பட்டன இயக்க
21 எரிக்க எரிக்கப்பட்டன அழிக்கப்பட்டன அழிக்க
21 பாட பாடப்பட்டன நிராகரிக்கப்பட்டன நிராகரிக்க
21 வாசிக்க வாசிக்கப்பட்டன நிராகரிக்கப்பட்டன நிராகரிக்க
21 எரிக்க எரிக்கப்பட்டன ஒன்றிணைக்கப்பட்டன ஒன்றிணைக்க
21 அனுப்ப அனுப்பப்பட்டன இயக்கப்பட்டன இயக்க
21 செயல்படுத்த செயல்படுத்தப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 நிராகரிக்க நிராகரிக்கப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 எரிக்க எரிக்கப்பட்டன தள்ளப்பட்டன தள்ள
21 தள்ள தள்ளப்பட்டன ஒன்றிணைக்கப்பட்டன ஒன்றிணைக்க
21 மேம்படுத்த மேம்படுத்தப்பட்டன பாடப்பட்டன பாட
21 பாட பாடப்பட்டன கொல்லப்பட்டன கொல்ல
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன தள்ளப்பட்டன தள்ள
21 எழுத எழுதப்பட்டன பாடப்பட்டன பாட
21 எழுத எழுதப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 செயல்படுத்த செயல்படுத்தப்பட்டன கண்டுபிடிக்கப்பட்டன கண்டுபிடிக்க
21 மேம்படுத்த மேம்படுத்தப்பட்டன அனுப்பப்பட்டன அனுப்ப
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன அழிக்கப்பட்டன அழிக்க
21 மேம்படுத்த மேம்படுத்தப்பட்டன வாசிக்கப்பட்டன வாசிக்க
21 மேம்படுத்த மேம்படுத்தப்பட்டன தள்ளப்பட்டன தள்ள
21 மேம்படுத்த மேம்படுத்தப்பட்டன எரிக்கப்பட்டன எரிக்க
21 செயல்படுத்த செயல்படுத்தப்பட்டன ஒன்றிணைக்கப்பட்டன ஒன்றிணைக்க
21 அழிக்க அழிக்கப்பட்டன ஒன்றிணைக்கப்பட்டன ஒன்றிணைக்க
21 காண காணப்பட்டன வாசிக்கப்பட்டன வாசிக்க
21 அனுப்ப அனுப்பப்பட்டன ஒன்றிணைக்கப்பட்டன ஒன்றிணைக்க
21 எழுத எழுதப்பட்டன கொல்லப்பட்டன கொல்ல
21 எழுத எழுதப்பட்டன காணப்பட்டன காண
21 எரிக்க எரிக்கப்பட்டன வாசிக்கப்பட்டன வாசிக்க
21 கண்டுபிடிக்க கண்டுபிடிக்கப்பட்டன இயக்கப்பட்டன இயக்க
21 செயல்படுத்த செயல்படுத்தப்பட்டன கொல்லப்பட்டன கொல்ல
21 செயல்படுத்த செயல்படுத்தப்பட்டன எழுதப்பட்டன எழுத
21 மேம்படுத்த மேம்படுத்தப்பட்டன ஒன்றிணைக்கப்பட்டன ஒன்றிணைக்க
21 அழிக்க அழிக்கப்பட்டன நிராகரிக்கப்பட்டன நிராகரிக்க
21 பாட பாடப்பட்டன இயக்கப்பட்டன இயக்க
21 எழுத எழுதப்பட்டன வாசிக்கப்பட்டன வாசிக்க
21 நிராகரிக்க நிராகரிக்கப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 காண காணப்பட்டன இயக்கப்பட்டன இயக்க
21 அனுப்ப அனுப்பப்பட்டன நிறுத்தப்பட்டன நிறுத்த
21 தள்ள தள்ளப்பட்டன இயக்கப்பட்டன இயக்க
22 குதிக்க குதித்தது நகர்த்தியது நகர்த்த
22 கண்டுபிடிக்க கண்டுபிடித்தது நகர்த்தியது நகர்த்த
22 குறைக்க குறைத்தது இயக்கியது இயக்க
22 குதிக்க குதித்தது இயக்கியது இயக்க
22 இயக்க இயக்கியது பாடியது பாட
22 குறைக்க குறைத்தது கணித்தது கணிக்க
22 பார்க்க பார்த்தது நினைத்தது நினைக்க
22 குறைக்க குறைத்தது பார்த்தது பார்க்க
22 கண்டுபிடிக்க கண்டுபிடித்தது எழுதியது எழுத
22 பார்க்க பார்த்தது நடந்தது நடக்க
22 பார்க்க பார்த்தது பாடியது பாட
22 கண்டுபிடிக்க கண்டுபிடித்தது கேட்டது கேட்க
22 குறைக்க குறைத்தது பறந்தது பறக்க
22 செல்ல சென்றது அதிகரித்தது அதிகரிக்க
22 கேட்க கேட்டது நடந்தது நடக்க
22 குறைக்க குறைத்தது குதித்தது குதிக்க
22 பறக்க பறந்தது நகர்த்தியது நகர்த்த
22 அதிகரிக்க அதிகரித்தது நகர்த்தியது நகர்த்த
22 கணிக்க கணித்தது படித்தது படிக்க
22 பாட பாடியது நடந்தது நடக்க
22 செல்ல சென்றது பாடியது பாட
22 செல்ல சென்றது இயக்கியது இயக்க
22 படிக்க படித்தது இயக்கியது இயக்க
22 அதிகரிக்க அதிகரித்தது நினைத்தது நினைக்க
22 கேட்க கேட்டது நகர்த்தியது நகர்த்த
22 செல்ல சென்றது நினைத்தது நினைக்க
22 செல்ல சென்றது எழுதியது எழுத
22 படிக்க படித்தது பாடியது பாட
22 இயக்க இயக்கியது நடந்தது நடக்க
22 விளையாட விளையாடியது இயக்கியது இயக்க
22 இயக்க இயக்கியது எழுதியது எழுத
22 பாட பாடியது எழுதியது எழுத
22 குதிக்க குதித்தது விளையாடியது விளையாட
22 பறக்க பறந்தது இயக்கியது இயக்க
22 நகர்த்த நகர்த்தியது விளையாடியது விளையாட
22 செல்ல சென்றது நகர்த்தியது நகர்த்த
22 கேட்க கேட்டது எழுதியது எழுத
22 கணிக்க கணித்தது நினைத்தது நினைக்க
22 பறக்க பறந்தது நடந்தது நடக்க
22 விளையாட விளையாடியது படித்தது படிக்க
22 குறைக்க குறைத்தது விளையாடியது விளையாட
22 குறைக்க குறைத்தது சென்றது செல்ல
22 செல்ல சென்றது கணித்தது கணிக்க
22 அதிகரிக்க அதிகரித்தது நடந்தது நடக்க
22 குதிக்க குதித்தது நினைத்தது நினைக்க
22 குதிக்க குதித்தது கேட்டது கேட்க
22 செல்ல சென்றது படித்தது படிக்க
22 குறைக்க குறைத்தது நடந்தது நடக்க
22 நினைக்க நினைத்தது எழுதியது எழுத
22 அதிகரிக்க அதிகரித்தது படித்தது படிக்க
22 அதிகரிக்க அதிகரித்தது குதித்தது குதிக்க
22 பறக்க பறந்தது பாடியது பாட
22 அதிகரிக்க அதிகரித்தது இயக்கியது இயக்க
22 படிக்க படித்தது எழுதியது எழுத
22 கண்டுபிடிக்க கண்டுபிடித்தது பார்த்தது பார்க்க
22 செல்ல சென்றது கண்டுபிடித்தது கண்டுபிடிக்க
22 கேட்க கேட்டது பார்த்தது பார்க்க
22 பாட பாடியது நினைத்தது நினைக்க
22 பார்க்க பார்த்தது நகர்த்தியது நகர்த்த
22 குறைக்க குறைத்தது கேட்டது கேட்க
22 நகர்த்த நகர்த்தியது எழுதியது எழுத
22 பார்க்க பார்த்தது எழுதியது எழுத
22 நகர்த்த நகர்த்தியது கணித்தது கணிக்க
22 குறைக்க குறைத்தது பாடியது பாட
22 பார்க்க பார்த்தது கணித்தது கணிக்க
22 பறக்க பறந்தது பார்த்தது பார்க்க
22 குதிக்க குதித்தது எழுதியது எழுத
22 கேட்க கேட்டது இயக்கியது இயக்க
22 குறைக்க குறைத்தது அதிகரித்தது அதிகரிக்க
22 செல்ல சென்றது குதித்தது குதிக்க
22 பறக்க பறந்தது அதிகரித்தது அதிகரிக்க
22 அதிகரிக்க அதிகரித்தது கணித்தது கணிக்க
22 பறக்க பறந்தது விளையாடியது விளையாட
22 குறைக்க குறைத்தது கண்டுபிடித்தது கண்டுபிடிக்க
22 நகர்த்த நகர்த்தியது இயக்கியது இயக்க
22 செல்ல சென்றது பார்த்தது பார்க்க
22 கண்டுபிடிக்க கண்டுபிடித்தது இயக்கியது இயக்க
22 கேட்க கேட்டது படித்தது படிக்க
22 பார்க்க பார்த்தது விளையாடியது விளையாட
22 பறக்க பறந்தது கேட்டது கேட்க
22 நகர்த்த நகர்த்தியது நடந்தது நடக்க
22 நகர்த்த நகர்த்தியது படித்தது படிக்க
22 பறக்க பறந்தது நினைத்தது நினைக்க
22 செல்ல சென்றது விளையாடியது விளையாட
22 கண்டுபிடிக்க கண்டுபிடித்தது நினைத்தது நினைக்க
22 படிக்க படித்தது நினைத்தது நினைக்க
22 விளையாட விளையாடியது கணித்தது கணிக்க
22 கண்டுபிடிக்க கண்டுபிடித்தது விளையாடியது விளையாட
22 கணிக்க கணித்தது நடந்தது நடக்க
22 செல்ல சென்றது நடந்தது நடக்க
22 கண்டுபிடிக்க கண்டுபிடித்தது கணித்தது கணிக்க
22 செல்ல சென்றது கேட்டது கேட்க
22 குதிக்க குதித்தது பார்த்தது பார்க்க
22 பறக்க பறந்தது சென்றது செல்ல
22 குதிக்க குதித்தது பாடியது பாட
22 குறைக்க குறைத்தது நகர்த்தியது நகர்த்த
22 கணிக்க கணித்தது இயக்கியது இயக்க
22 அதிகரிக்க அதிகரித்தது எழுதியது எழுத
22 படிக்க படித்தது நடந்தது நடக்க
22 கேட்க கேட்டது பாடியது பாட
22 நடக்க நடந்தது எழுதியது எழுத
22 பார்க்க பார்த்தது இயக்கியது இயக்க
